drug_id,drug_name,brand_name,active_ingredient,gene_symbol,clinpgx_id,ncbi_id,boxed_warning,indications
175,"ps-2896 hydrocortisone cream 1%, 0.9g","PS-2896 Hydrocortisone Cream 1%, 0.9g",HYDROCORTISONE,,,,None,"Use(s) For the temporary relief of itching associated with minor skin irritations, inflammation, and rashes due to eczema, insect bites, poison ivy, poison oak, poison sumac, soaps, detergents, cosmetics, jewelry, seborrheic dermatitis, psoriasis, and external genital, feminine, and anal itching"
176,oxygen,Oxygen,OXYGEN,,,,None,N/A
177,acne spot treatment,Clear Acne Spot Treatment,SALICYLIC ACID,,,,None,Use For the treatment of acne
178,white petrolatum,Crash Cream,WHITE PETROLATUM,,,,None,Stop use and ask a doctor if condition worsens symptoms last more than 7 days or clear up and occur again within a few days
179,gadobutrol,Gadobutrol,GADOBUTROL,,,,"WARNING: RISK ASSOCIATED WITH INTRATHECAL USE and NEPHROGENIC SYSTEMIC FIBROSIS Risk Associated with Intrathecal Use Intrathecal administration of gadolinium-based contrast agents (GBCAs) can cause serious adverse reactions including death, coma, encephalopathy, and seizures. Gadobutrol injection is not approved for intrathecal use [see Warnings and Precautions ( 5.1 )] . Nephrogenic Systemic Fibrosis GBCAs increase the risk for nephrogenic systemic fibrosis (NSF) among patients with impaired elimination of drugs. Avoid use of gadobutrol injection in these patients unless the diagnostic information is essential and not available with non-contrasted MRI or other modalities. NSF may result in fatal or debilitating fibrosis affecting the skin, muscle and internal organs. • The risk for NSF appears highest among patients with: o Chronic, severe kidney disease (GFR < 30 mL/min/1.73m 2 ), or o Acute kidney injury. • Screen patients for acute kidney injury and other conditions that may reduce renal function. For patients at risk for chronically reduced renal function (for example, age > 60 years, hypertension or diabetes), estimate the glomerular filtration rate (GFR) through laboratory testing. • For patients at highest risk for NSF, do not exceed the recommended gadobutrol injection dose and allow a sufficient period of time for elimination of the drug from the body prior to any re-administration [see Warnings and Precautions ( 5.2 )] . WARNING: RISK ASSOCIATED WITH INTRATHECAL USE and NEPHROGENIC SYSTEMIC FIBROSIS See full prescribing information for complete boxed warning • Intrathecal administration of gadolinium-based contrast agents (GBCAs) can cause serious adverse reactions including death, coma, encephalopathy, and seizures. Gadobutrol injection is not approved for intrathecal use ( 5.1 ) • GBCAs increase the risk for nephrogenic systemic fibrosis (NSF) among patients with impaired elimination of drugs. Avoid use of gadobutrol injection in these patients unless the diagnostic information is essential and not available with non-contrasted MRI or other modalities. • The risk for NSF appears highest among patients with: o Chronic, severe kidney disease (GFR < 30 mL/min/1.73m 2 ), or o Acute kidney injury. Screen patients for acute kidney injury and other conditions that may reduce renal function. For patients at risk for chronically reduced renal function (for example, age > 60 years, hypertension or diabetes), estimate the glomerular filtration rate (GFR) through laboratory testing. ( 5.2 ).","1 INDICATIONS AND USAGE Gadobutrol injection is a gadolinium-based contrast agent indicated for use with magnetic resonance imaging (MRI): • To detect and visualize areas with disrupted blood brain barrier and/or abnormal vascularity of the central nervous system in adult and pediatric patients, including term neonates ( 1.1 ) • To assess the presence and extent of malignant breast disease in adult patients ( 1.2 ) • To evaluate known or suspected supra-aortic or renal artery disease in adult an"
180,ps-2205 bzk antiseptic towelettes,PS-2205 BZK Antiseptic Towelettes,BENZALKONIUM CHLORIDE,,,,None,"Use(s) First aid to help prevent skin infection in minor cuts, scrapes, and burns"
182,clopidogrel bisulfate,Clopidogrel,CLOPIDOGREL BISULFATE,,,,"WARNING: DIMINISHED ANTIPLATELET EFFECT IN PATIENTS WITH TWO LOSS-OF-FUNCTION ALLELES OF THE CYP2C19 GENE The effectiveness of clopidogrel results from its antiplatelet activity, which is dependent on its conversion to an active metabolite by the cytochrome P450 (CYP) system, principally CYP2C19 [see Warnings and Precautions (5.1) , Clinical Pharmacology (12.3) ] . Clopidogrel at recommended doses forms less of the active metabolite and so has a reduced effect on platelet activity in patients who are homozygous for nonfunctional alleles of the CYP2C19 gene, (termed “CYP2C19 poor metabolizers”). Tests are available to identify patients who are CYP2C19 poor metabolizers [see Clinical Pharmacology (12.5) ] . Consider use of another platelet P2Y 12 inhibitor in patients identified as CYP2C19 poor metabolizers. WARNING: DIMINISHED ANTIPLATELET EFFECT IN PATIENTS WITH TWO LOSS-OF-FUNCTION ALLELES OF THE CYP2C19 GENE See full prescribing information for complete boxed warning. Effectiveness of clopidogrel depends on conversion to an active metabolite by the cytochrome P450 (CYP) system, principally CYP2C19. ( 5.1 , 12.3 ) Tests are available to identify patients who are CYP2C19 poor metabolizers. (12.5) Consider use of another platelet P2Y 12 inhibitor in patients identified as CYP2C19 poor metabolizers. ( 5.1)","1 INDICATIONS AND USAGE Clopidogrel tablets are a P2Y 12 platelet inhibitor indicated for: Acute coronary syndrome – For patients with non–ST-segment elevation ACS (unstable angina [UA]/non–ST-elevation myocardial infarction [NSTEMI]), clopidogrel tablets have been shown to reduce the rate of myocardial infarction (MI) and stroke. (1.1) – For patients with ST-elevation myocardial infarction (STEMI), clopidogrel tablets have been shown to reduce the rate of MI and stroke. (1.1) Recent MI, recent "
184,entecavir,Entecavir,ENTECAVIR,,,,"WARNING: SEVERE ACUTE EXACERBATIONS OF HEPATITIS B, PATIENTS CO-INFECTED WITH HIV AND HBV, AND LACTIC ACIDOSIS AND HEPATOMEGALY Severe acute exacerbations of hepatitis B have been reported in patients who have discontinued anti-hepatitis B therapy, including entecavir. Hepatic function should be monitored closely with both clinical and laboratory follow-up for at least several months in patients who discontinue anti-hepatitis B therapy. If appropriate, initiation of anti-hepatitis B therapy may be warranted [see Warnings and Precautions (5.1) ] . Limited clinical experience suggests there is a potential for the development of resistance to HIV (human immunodeficiency virus) nucleoside reverse transcriptase inhibitors if entecavir is used to treat chronic hepatitis B virus (HBV) infection in patients with HIV infection that is not being treated. Therapy with entecavir is not recommended for HIV/HBV co-infected patients who are not also receiving highly active antiretroviral therapy (HAART) [see Warnings and Precautions (5.2) ] . Lactic acidosis and severe hepatomegaly with steatosis, including fatal cases, have been reported with the use of nucleoside analogue inhibitors alone or in combination with antiretrovirals [see Warnings and Precautions (5.3) ] . WARNING: SEVERE ACUTE EXACERBATIONS OF HEPATITIS B, PATIENTS CO-INFECTED WITH HIV AND HBV, and LACTIC ACIDOSIS AND HEPATOMEGALY See full prescribing information for complete boxed warning. Severe acute exacerbations of hepatitis B have been reported in patients who have discontinued anti-hepatitis B therapy, including entecavir. Hepatic function should be monitored closely for at least several months after discontinuation. Initiation of anti-hepatitis B therapy may be warranted. (5.1) Entecavir is not recommended for patients co-infected with human immunodeficiency virus (HIV) and hepatitis B virus (HBV) who are not also receiving highly active antiretroviral therapy (HAART), because of the potential for the development of resistance to HIV nucleoside reverse transcriptase inhibitors. (5.2) Lactic acidosis and severe hepatomegaly with steatosis, including fatal cases, have been reported with the use of nucleoside analogue inhibitors. (5.3)",1 INDICATIONS AND USAGE Entecavir tablets are indicated for the treatment of chronic hepatitis B virus infection in adults and pediatric patients 2 years of age and older with evidence of active viral replication and either evidence of persistent elevations in serum aminotransferases (ALT or AST) or histologically active disease. Entecavir tablets are a hepatitis B virus nucleoside analogue reverse transcriptase inhibitor indicated for the treatment of chronic hepatitis B virus infection in adul
185,rizatriptan benzoate,MAXALT,RIZATRIPTAN BENZOATE,,,,None,"1 INDICATIONS AND USAGE MAXALT ® and MAXALT-MLT ® are indicated for the acute treatment of migraine with or without aura in adults and in pediatric patients 6 to 17 years old. Limitations of Use MAXALT should only be used where a clear diagnosis of migraine has been established. If a patient has no response for the first migraine attack treated with MAXALT, the diagnosis of migraine should be reconsidered before MAXALT is administered to treat any subsequent attacks. MAXALT is not indicated for "
188,memantine hydrochloride,MEMANTINE HYDROCHLORIDE,MEMANTINE HYDROCHLORIDE,,,,None,1 INDICATIONS AND USAGE Memantine hydrochloride extended-release capsules are indicated for the treatment of moderate to severe dementia of the Alzheimer’s type. Memantine hydrochloride is a N-methyl-D-aspartate (NMDA) receptor antagonist indicated for the treatment of moderate to severe dementia of the Alzheimer’s type. ( 1 )
189,capecitabine,capecitabine,CAPECITABINE,,,,"WARNING: SERIOUS ADVERSE REACTIONS OR DEATH IN PATIENTS WITH COMPLETE DPD DEFICIENCY and BLEEDING WITH CONCOMITANT USE OF VITAMIN K ANTAGONISTS Increased risk of serious adverse reactions or death in patients with complete DPD deficiency Test patients for genetic variants of DPYD prior to initiating capecitabine tablets unless immediate treatment is necessary. Avoid use of capecitabine tablets in patients with certain homozygous or compound heterozygous DPYD variants that result in complete DPD deficiency [see Warnings and Precautions ( 5.1 )]. Increased risk of bleeding with concomitant use of Vitamin K antagonists Altered coagulation parameters and/or bleeding, including death, have been reported in patients taking c apecitabine tablets concomitantly with oral vitamin K antagonists, such as warfarin [see Warnings and Precautions ( 5.2 ) , Drug Interactions (7.2 ) ] . Clinically significant increases in prothrombin time (PT) and international normalized ratio (INR) have been reported in patients who were on stable doses of a vitamin K antagonist at the time capecitabine tablets was introduced. These events occurred in patients with and without liver metastases. Monitor INR more frequently and adjust the dose of the vitamin K antagonist as appropriate [see Drug Interactions (7.2) ] . WARNING: SERIOUS ADVERSE REACTIONS OR DEATH IN PATIENTS WITH COMPLETE DPD DEFICIENCY and BLEEDING WITH CONCOMITANT USE OF VITAMIN K ANTAGONISTS See full prescribing information for complete boxed warning. Serious adverse reactions or death may occur in patients with complete DPD deficiency. Test patients for genetic variants of DPYD prior to initiating capecitabine tablets unless immediate treatment is necessary. Avoid use of capecitabine tablets in patients with certain homozygous or compound heterozygous DPYD variants that result in complete DPD deficiency. ( 5.1 ) Altered coagulation parameters and/or bleeding, including death, have been reported in patients taking capecitabine tablets concomitantly with oral vitamin K antagonists. ( 5.2, 7.2 ) Monitor international normalized ratio (INR) more frequently and adjust the dose of the vitamin K antagonist as appropriate. ( 7.2 )",1 INDICATIONS AND USAGE Capecitabine tablet is a nucleoside metabolic inhibitor indicated for: Colorectal Cancer • adjuvant treatment of patients with Stage III colon cancer as a single agent or as a component of a combination chemotherapy regimen. ( 1.1 ) • perioperative treatment of adults with locally advanced rectal cancer as a component of chemoradiotherapy. ( 1.1 ) • treatment of patients with unresectable or metastatic colorectal cancer as a single agent or as a component of a combination
